track_name;artist(s)_name;artist_count;released_year;released_month;released_day;in_spotify_playlists;in_spotify_charts;streams;in_apple_playlists;in_apple_charts;in_deezer_playlists;in_deezer_charts;in_shazam_charts;bpm;key;mode;danceability_%;valence_%;energy_%;acousticness_%;instrumentalness_%;liveness_%;speechiness_%
Every Summertime;NIKI;1.00;2021.00;8.00;10.00;1211.00;2.00;290228626.00;30.00;2.00;5.00;0.00;6.00;79.00;F#;Major;63.00;76.00;67.00;38.00;0.00;6.00;4.00
Talking To The Moon;Bruno Mars;1.00;2010.00;10.00;4.00;7109.00;2.00;1062956628.00;5.00;0.00;862.00;0.00;0.00;146.00;C#;Minor;52.00;7.00;61.00;51.00;0.00;11.00;3.00
you broke me first;Tate McRae;1.00;2020.00;4.00;17.00;6638.00;0.00;1180094974.00;167.00;19.00;318.00;0.00;1.00;124.00;E;Major;64.00;8.00;37.00;79.00;0.00;9.00;5.00
The Nights;Avicii;1.00;2014.00;1.00;1.00;17354.00;8.00;1456081449.00;92.00;122.00;1282.00;0.00;55.00;126.00;F#;Major;53.00;66.00;85.00;2.00;0.00;24.00;4.00
Take My Breath;The Weeknd;1.00;2021.00;8.00;6.00;6392.00;0.00;432702334.00;174.00;73.00;344.00;0.00;0.00;121.00;G#;Major;75.00;53.00;74.00;2.00;0.00;11.00;5.00
Way 2 Sexy (with Future & Young Thug);Drake, Future, Young Thug;3.00;2021.00;9.00;3.00;5481.00;0.00;489945871.00;144.00;30.00;86.00;0.00;0.00;136.00;B;Minor;80.00;33.00;60.00;0.00;0.00;32.00;14.00
Cï¿½ï¿½;Rauw Alejandro;1.00;2021.00;6.00;25.00;2636.00;3.00;465959382.00;36.00;82.00;39.00;0.00;5.00;102.00;A;Minor;77.00;26.00;63.00;58.00;0.00;11.00;5.00
Enemy - from the series Arcane League of Legends;Imagine Dragons, League of Legends, Arcane;3.00;2021.00;10.00;27.00;824.00;0.00;1223481149.00;8.00;8.00;8.00;2.00;0.00;77.00;G;Major;73.00;54.00;74.00;23.00;0.00;41.00;23.00
Dance Monkey;Tones and I;1.00;2019.00;5.00;10.00;24529.00;0.00;2864791672.00;533.00;167.00;3595.00;6.00;0.00;98.00;F#;Minor;82.00;54.00;59.00;69.00;0.00;18.00;10.00
Lucid Dreams;Juice WRLD;1.00;2017.00;6.00;15.00;14749.00;0.00;2288695111.00;188.00;34.00;710.00;0.00;5.00;84.00;B;Minor;44.00;22.00;48.00;38.00;0.00;33.00;24.00
Quï¿½ï¿½ Mï¿½ï¿;J Balvin, Maria Becerra;2.00;2021.00;1.00;28.00;8087.00;0.00;720825549.00;92.00;34.00;131.00;0.00;0.00;102.00;G#;Major;89.00;77.00;82.00;3.00;0.00;17.00;11.00
All of Me;John Legend;1.00;2013.00;8.00;1.00;27221.00;0.00;2086124197.00;308.00;118.00;4534.00;2.00;77.00;120.00;G#;Major;42.00;33.00;26.00;92.00;0.00;13.00;3.00
Smells Like Teen Spirit - Remastered 2021;Nirvana;1.00;1991.00;9.00;10.00;49991.00;9.00;1690192927.00;265.00;121.00;12367.00;4.00;160.00;117.00;C#;Major;52.00;73.00;91.00;0.00;0.00;11.00;7.00
Arcade;Duncan Laurence;1.00;2019.00;3.00;7.00;6646.00;0.00;991336132.00;107.00;47.00;584.00;1.00;0.00;72.00;A;Minor;45.00;27.00;33.00;82.00;0.00;14.00;4.00
Fair Trade (with Travis Scott);Drake, Travis Scott;2.00;2021.00;9.00;3.00;5403.00;6.00;593917618.00;118.00;116.00;96.00;0.00;3.00;168.00;C#;Major;67.00;29.00;47.00;5.00;0.00;22.00;26.00
Bar;Tini, L-Gante;2.00;2021.00;11.00;11.00;755.00;4.00;200972675.00;22.00;3.00;0.00;0.00;0.00;94.00;C#;Major;52.00;68.00;69.00;13.00;0.00;33.00;8.00
The Rumbling (TV Size);SiM;1.00;2022.00;1.00;10.00;254.00;0.00;71014967.00;0.00;4.00;23.00;0.00;0.00;145.00;G#;Major;41.00;65.00;88.00;0.00;0.00;26.00;5.00
family ties (with Kendrick Lamar);Kendrick Lamar, Baby Keem;2.00;2021.00;8.00;27.00;6308.00;5.00;560222750.00;114.00;15.00;63.00;0.00;2.00;134.00;C#;Major;71.00;14.00;61.00;1.00;0.00;23.00;33.00
Mr. Brightside;The Killers;1.00;2003.00;9.00;23.00;51979.00;15.00;1806617704.00;306.00;99.00;5063.00;2.00;120.00;148.00;C#;Major;35.00;24.00;93.00;0.00;0.00;10.00;8.00
Blessed-Cursed;ENHYPEN;1.00;2022.00;1.00;10.00;246.00;0.00;77337771.00;2.00;12.00;10.00;0.00;0.00;127.00;E;Minor;60.00;40.00;89.00;9.00;0.00;60.00;6.00
AM Remix;J Balvin, Nio Garcia, Bad Bunny;3.00;2021.00;6.00;24.00;6556.00;0.00;528544703.00;93.00;5.00;67.00;1.00;0.00;172.00;F#;Minor;74.00;79.00;66.00;11.00;0.00;8.00;16.00
Streets;Doja Cat;1.00;2019.00;11.00;7.00;5728.00;0.00;865640097.00;85.00;87.00;179.00;0.00;12.00;90.00;B;Major;75.00;19.00;46.00;21.00;4.00;34.00;8.00
Shallow;Lady Gaga, Bradley Cooper;2.00;2018.00;9.00;27.00;16636.00;12.00;2159346687.00;368.00;155.00;2854.00;6.00;121.00;96.00;G;Major;57.00;30.00;40.00;38.00;0.00;26.00;3.00
Polaroid Love;ENHYPEN;1.00;2022.00;1.00;10.00;461.00;0.00;211372494.00;10.00;56.00;17.00;0.00;0.00;138.00;G;Minor;74.00;65.00;67.00;46.00;0.00;36.00;4.00
Leave Before You Love Me (with Jonas Brothers);Marshmello, Jonas Brothers;2.00;2021.00;4.00;28.00;4893.00;4.00;651732901.00;143.00;24.00;110.00;0.00;70.00;120.00;G;Major;72.00;67.00;72.00;0.00;0.00;13.00;4.00
Permission to Dance;BTS;1.00;2021.00;7.00;9.00;1801.00;2.00;608334048.00;77.00;134.00;74.00;0.00;2.00;125.00;A;Major;70.00;65.00;74.00;1.00;0.00;34.00;4.00
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine;4.00;2021.00;1.00;15.00;12043.00;0.00;863756573.00;209.00;54.00;710.00;0.00;18.00;123.00;D;Major;82.00;80.00;86.00;1.00;0.00;30.00;13.00
RAPSTAR;Polo G;1.00;2021.00;4.00;9.00;4731.00;0.00;797402345.00;141.00;12.00;78.00;0.00;0.00;81.00;F#;Major;79.00;44.00;54.00;41.00;0.00;13.00;24.00
'Till I Collapse;Eminem, Nate Dogg;2.00;2002.00;5.00;26.00;22923.00;0.00;1695712020.00;78.00;46.00;2515.00;1.00;0.00;171.00;C#;Major;55.00;10.00;85.00;7.00;0.00;8.00;20.00
Memories;Maroon 5;1.00;2019.00;9.00;20.00;9974.00;2.00;1759567999.00;272.00;67.00;1066.00;1.00;19.00;91.00;B;Major;77.00;60.00;32.00;84.00;0.00;8.00;5.00
Se Le Ve;Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music;8.00;2021.00;8.00;12.00;1560.00;0.00;223319934.00;72.00;0.00;0.00;0.00;0.00;84.00;G;Minor;56.00;61.00;76.00;10.00;0.00;14.00;11.00
25k jacket (feat. Lil Baby);Gunna, Lil Baby;2.00;2022.00;1.00;7.00;620.00;0.00;54937991.00;17.00;3.00;3.00;0.00;0.00;115.00;F;Minor;90.00;74.00;54.00;16.00;0.00;13.00;28.00
When Iï¿½ï¿½ï¿½m Gone (with Katy ;Katy Perry, Alesso;2.00;2021.00;12.00;29.00;3270.00;0.00;226897599.00;89.00;21.00;65.00;0.00;0.00;125.00;0;Major;69.00;70.00;89.00;4.00;0.00;49.00;3.00
Esqueï¿½ï¿½a-Me Se For C;Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &;2.00;2021.00;10.00;14.00;580.00;0.00;258316038.00;24.00;92.00;93.00;0.00;0.00;122.00;F#;Minor;80.00;62.00;69.00;28.00;0.00;13.00;7.00
Miï¿½ï¿½n;Tini, Maria Becerra;2.00;2021.00;4.00;29.00;3406.00;16.00;596152090.00;61.00;23.00;70.00;1.00;0.00;92.00;D;Major;85.00;92.00;54.00;16.00;0.00;29.00;7.00
Sï¿½ï¿½;Anuel Aa, Myke Towers, Jhay Cortez;3.00;2021.00;11.00;18.00;903.00;0.00;177129919.00;30.00;26.00;15.00;0.00;0.00;90.00;F#;Minor;63.00;75.00;75.00;17.00;0.00;11.00;8.00
MAMIII;Karol G, Becky G;2.00;2022.00;2.00;10.00;6809.00;28.00;716591492.00;151.00;102.00;175.00;5.00;29.00;94.00;E;Minor;84.00;90.00;70.00;9.00;0.00;14.00;8.00
Still D.R.E.;Dr. Dre, Snoop Dogg;2.00;1999.00;1.00;1.00;33966.00;0.00;1210599487.00;141.00;78.00;6591.00;1.00;0.00;93.00;B;Major;81.00;53.00;78.00;18.00;0.00;6.00;24.00
Stay Alive (Prod. SUGA of BTS);Jung Kook;1.00;2022.00;2.00;11.00;590.00;5.00;246376690.00;4.00;113.00;20.00;0.00;1.00;130.00;D;Minor;51.00;50.00;76.00;30.00;0.00;10.00;7.00
Boyfriend;Dove Cameron;1.00;2022.00;2.00;11.00;3766.00;0.00;496311364.00;76.00;0.00;102.00;0.00;2.00;180.00;G;Minor;35.00;23.00;61.00;23.00;0.00;19.00;6.00
The Joker And The Queen (feat. Taylor Swift);Ed Sheeran, Taylor Swift;2.00;2022.00;2.00;11.00;1430.00;0.00;146789379.00;46.00;1.00;34.00;0.00;0.00;134.00;0;Major;53.00;31.00;31.00;92.00;0.00;28.00;3.00
The Next Episode;Dr. Dre, Snoop Dogg;2.00;1999.00;1.00;1.00;31762.00;0.00;843309044.00;142.00;40.00;5451.00;1.00;953.00;95.00;D#;Minor;92.00;31.00;89.00;3.00;0.00;8.00;25.00
Light Switch;Charlie Puth;1.00;2022.00;1.00;19.00;4049.00;0.00;500340342.00;119.00;6.00;85.00;1.00;1.00;184.00;F#;Major;69.00;91.00;63.00;11.00;0.00;9.00;31.00
City of Gods;Kanye West, Alicia Keys, Fivio Foreign;3.00;2022.00;2.00;11.00;2096.00;0.00;107255472.00;34.00;3.00;30.00;0.00;0.00;147.00;G#;Minor;47.00;50.00;80.00;10.00;0.00;32.00;38.00
Brividi;Mahmood, Blanco;2.00;2022.00;2.00;2.00;1175.00;0.00;135079152.00;34.00;1.00;31.00;0.00;0.00;123.00;G;Major;52.00;44.00;60.00;40.00;0.00;26.00;3.00
Lost;Frank Ocean;1.00;2012.00;1.00;1.00;29499.00;11.00;822239726.00;124.00;27.00;587.00;0.00;4.00;123.00;A#;Minor;91.00;49.00;61.00;3.00;0.00;17.00;22.00
In Da Club;50 Cent;1.00;2002.00;1.00;1.00;30427.00;7.00;1202722675.00;235.00;106.00;5221.00;1.00;35.00;90.00;F#;Minor;90.00;79.00;71.00;26.00;0.00;7.00;37.00
she's all i wanna be;Tate McRae;1.00;2022.00;2.00;4.00;2711.00;0.00;343197054.00;105.00;12.00;51.00;0.00;12.00;160.00;D;Minor;61.00;65.00;64.00;1.00;0.00;12.00;4.00
Ginseng Strip 2002;Yung Lean;1.00;2013.00;8.00;16.00;4310.00;0.00;240769997.00;13.00;0.00;113.00;1.00;3.00;115.00;C#;Major;60.00;37.00;71.00;8.00;0.00;48.00;4.00
All For Us - from the HBO Original Series Euphoria;Labrinth, Zendaya;2.00;2019.00;8.00;4.00;5342.00;0.00;426204830.00;33.00;123.00;7.00;0.00;4.00;141.00;D#;Major;37.00;17.00;67.00;2.00;0.00;34.00;9.00
Notion;The Rare Occasions;1.00;2016.00;8.00;5.00;2393.00;0.00;421135627.00;22.00;13.00;65.00;0.00;6.00;160.00;A;Major;31.00;30.00;88.00;7.00;0.00;8.00;8.00
Formula;Labrinth;1.00;2019.00;10.00;4.00;3444.00;7.00;554875730.00;24.00;85.00;102.00;0.00;1.00;145.00;B;Major;57.00;23.00;66.00;4.00;6.00;15.00;4.00
Mount Everest;Labrinth;1.00;2019.00;6.00;21.00;5443.00;0.00;467727006.00;45.00;1.00;80.00;0.00;12.00;89.00;0;Minor;46.00;43.00;43.00;23.00;8.00;8.00;22.00
Excuses;Intense, AP Dhillon, Gurinder Gill;3.00;2020.00;7.00;24.00;272.00;4.00;327498031.00;7.00;21.00;2.00;0.00;0.00;95.00;F;Minor;84.00;49.00;72.00;8.00;0.00;15.00;8.00
Cigarettes;Juice WRLD;1.00;2021.00;12.00;10.00;975.00;0.00;185408548.00;11.00;0.00;10.00;0.00;0.00;160.00;D;Major;60.00;47.00;62.00;3.00;0.00;38.00;4.00
Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA);Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi;7.00;2022.00;1.00;14.00;1034.00;1.00;245400167.00;19.00;5.00;12.00;0.00;0.00;174.00;F;Minor;67.00;74.00;75.00;44.00;0.00;7.00;30.00
California Love - Original Version (Explicit);Dr. Dre, 2Pac, Roger;3.00;1995.00;12.00;28.00;18773.00;0.00;579395142.00;128.00;17.00;1663.00;0.00;0.00;92.00;G;Major;77.00;76.00;84.00;3.00;0.00;38.00;4.00
Forgot About Dre;Eminem, Dr. Dre;2.00;1999.00;1.00;1.00;19067.00;0.00;675039469.00;78.00;15.00;1674.00;0.00;3.00;134.00;G#;Major;93.00;61.00;74.00;9.00;0.00;17.00;8.00
Down Under (feat. Colin Hay);Luude, Colin Hay;2.00;2021.00;11.00;19.00;3541.00;2.00;252871192.00;57.00;13.00;50.00;1.00;7.00;172.00;B;Minor;31.00;4.00;86.00;1.00;0.00;28.00;17.00
Mujeriego;Ryan Castro;1.00;2021.00;12.00;17.00;1492.00;0.00;231996128.00;44.00;63.00;91.00;0.00;24.00;80.00;A;Major;76.00;92.00;62.00;6.00;0.00;8.00;13.00
HUMBLE.;Kendrick Lamar;1.00;2017.00;3.00;30.00;33206.00;1.00;1929770265.00;284.00;114.00;1481.00;0.00;5.00;150.00;C#;Minor;91.00;42.00;60.00;0.00;0.00;9.00;12.00
Stan;Eminem, Dido;2.00;1999.00;11.00;21.00;17115.00;0.00;918915401.00;83.00;63.00;4180.00;0.00;0.00;80.00;F#;Minor;78.00;53.00;74.00;4.00;0.00;45.00;21.00
Contection;GODZZ__-, Zakaria;2.00;2020.00;1.00;16.00;6955.00;0.00;1180896317.00;65.00;45.00;398.00;0.00;1.00;166.00;A#;Minor;81.00;83.00;75.00;14.00;0.00;29.00;34.00
Swim;Chase Atlantic;1.00;2017.00;10.00;4.00;2742.00;0.00;498960285.00;5.00;1.00;62.00;0.00;0.00;120.00;G#;Major;67.00;8.00;54.00;27.00;0.00;8.00;4.00
A Tu Merced;Bad Bunny;1.00;2020.00;2.00;29.00;4214.00;11.00;685071800.00;21.00;20.00;40.00;0.00;0.00;92.00;0;Major;86.00;89.00;79.00;17.00;0.00;11.00;6.00
Numb Little Bug;Em Beihold;1.00;2022.00;1.00;28.00;2026.00;0.00;258714692.00;47.00;3.00;42.00;12.00;6.00;85.00;G#;Minor;74.00;61.00;52.00;30.00;0.00;26.00;9.00
212;Mainstreet, Chefin;2.00;2022.00;1.00;15.00;352.00;0.00;143139338.00;10.00;0.00;39.00;0.00;0.00;154.00;D;Minor;79.00;86.00;52.00;66.00;0.00;9.00;7.00
Problemï¿½;Alvaro Diaz, Rauw Alejandro;2.00;2021.00;10.00;22.00;1517.00;0.00;209768491.00;42.00;7.00;15.00;0.00;4.00;92.00;D;Minor;73.00;37.00;74.00;28.00;0.00;14.00;6.00
Bussin;Nicki Minaj, Lil Baby;2.00;2022.00;2.00;11.00;847.00;0.00;64714573.00;25.00;0.00;14.00;0.00;0.00;140.00;B;Major;89.00;75.00;70.00;6.00;0.00;13.00;5.00
Worst Day;Future;1.00;2022.00;2.00;11.00;910.00;0.00;50746620.00;20.00;3.00;24.00;0.00;0.00;89.00;C#;Major;65.00;60.00;60.00;11.00;0.00;10.00;40.00
Malvada;Zï¿½ï¿½ Fe;1.00;2022.00;1.00;28.00;601.00;0.00;154119539.00;28.00;73.00;64.00;0.00;0.00;135.00;F;Minor;89.00;89.00;86.00;16.00;0.00;8.00;5.00
Hrs and Hrs;Muni Long;1.00;2021.00;11.00;19.00;1800.00;0.00;181328253.00;43.00;36.00;46.00;13.00;4.00;140.00;G#;Minor;51.00;66.00;53.00;60.00;0.00;11.00;18.00
Alien Blues;Vundabar;1.00;2015.00;7.00;24.00;1930.00;0.00;370068639.00;3.00;0.00;28.00;0.00;1.00;82.00;D#;Major;47.00;44.00;76.00;8.00;91.00;9.00;3.00
Thinking Out Loud;Ed Sheeran;1.00;2014.00;1.00;1.00;33032.00;0.00;2280566092.00;363.00;129.00;3895.00;0.00;28.00;79.00;D;Major;78.00;58.00;45.00;47.00;0.00;18.00;3.00
Still Don't Know My Name;Labrinth;1.00;2019.00;10.00;4.00;6332.00;0.00;563902868.00;47.00;116.00;266.00;0.00;0.00;88.00;F;Major;31.00;31.00;63.00;47.00;27.00;21.00;12.00
Christmas Tree;V;1.00;2021.00;12.00;24.00;509.00;9.00;317622165.00;8.00;106.00;6.00;0.00;8.00;139.00;F;Major;44.00;18.00;38.00;70.00;0.00;12.00;4.00
Mal Feito - Ao Vivo;Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G;2.00;2022.00;1.00;14.00;971.00;2.00;291709698.00;35.00;104.00;93.00;1.00;0.00;124.00;0;Minor;73.00;68.00;83.00;55.00;0.00;90.00;7.00
When I R.I.P.;Labrinth;1.00;2019.00;10.00;4.00;2578.00;0.00;203680270.00;8.00;67.00;66.00;0.00;0.00;80.00;G#;Minor;39.00;45.00;55.00;73.00;0.00;9.00;21.00
Do We Have A Problem?;Nicki Minaj, Lil Baby;2.00;2022.00;2.00;4.00;1064.00;0.00;81350745.00;42.00;1.00;26.00;0.00;0.00;120.00;C#;Minor;84.00;54.00;51.00;47.00;0.00;12.00;40.00
Forever;Labrinth;1.00;2019.00;10.00;4.00;3618.00;0.00;282883169.00;21.00;86.00;138.00;0.00;2.00;80.00;E;Minor;56.00;19.00;46.00;92.00;72.00;11.00;3.00
Gospel (with Eminem);Eminem, Dr. Dre;2.00;2022.00;2.00;4.00;1040.00;0.00;64787943.00;8.00;0.00;29.00;0.00;0.00;117.00;C#;Major;92.00;62.00;86.00;11.00;0.00;24.00;24.00
Seï¿½ï¿½o;Shawn Mendes, Camila Cabello;2.00;2019.00;6.00;19.00;15010.00;2.00;2484812918.00;453.00;50.00;1785.00;1.00;8.00;117.00;A;Minor;76.00;77.00;52.00;4.00;0.00;8.00;3.00
NEW MAGIC WAND;Tyler, The Creator;2.00;2019.00;5.00;16.00;4708.00;0.00;461437791.00;13.00;7.00;55.00;0.00;1.00;140.00;F;Minor;62.00;46.00;73.00;10.00;0.00;67.00;11.00
Adore You;Harry Styles;1.00;2019.00;12.00;6.00;13454.00;1.00;1439191367.00;246.00;71.00;519.00;2.00;5.00;99.00;G#;Major;68.00;57.00;77.00;2.00;0.00;10.00;5.00
La Santa;Daddy Yankee, Bad Bunny;2.00;2020.00;2.00;29.00;4890.00;20.00;759208783.00;52.00;42.00;100.00;0.00;0.00;93.00;C#;Major;74.00;59.00;87.00;3.00;0.00;8.00;5.00
Something In The Way - Remastered 2021;Nirvana;1.00;1991.00;9.00;24.00;9514.00;0.00;368646862.00;45.00;27.00;1197.00;0.00;43.00;106.00;G#;Major;44.00;8.00;20.00;74.00;42.00;11.00;3.00
Sweetest Pie;Dua Lipa, Megan Thee Stallion;2.00;2022.00;3.00;11.00;3501.00;0.00;299634472.00;69.00;2.00;51.00;11.00;0.00;124.00;G;Major;81.00;68.00;63.00;17.00;0.00;10.00;22.00
Bam Bam (feat. Ed Sheeran);Camila Cabello, Ed Sheeran;2.00;2022.00;3.00;4.00;6111.00;4.00;756907987.00;185.00;40.00;492.00;9.00;35.00;95.00;G#;Major;76.00;96.00;70.00;18.00;0.00;33.00;4.00
Una Noche en Medellï¿½;Cris Mj;1.00;2022.00;1.00;21.00;5415.00;32.00;682475162.00;46.00;16.00;53.00;1.00;2.00;96.00;A#;Minor;87.00;82.00;53.00;10.00;0.00;5.00;8.00
Envolver;Anitta;1.00;2021.00;11.00;11.00;4673.00;2.00;546191065.00;123.00;113.00;180.00;1.00;4.00;92.00;E;Minor;81.00;40.00;73.00;15.00;0.00;9.00;8.00
Starlight;Dave;1.00;2022.00;3.00;3.00;1856.00;3.00;229473310.00;29.00;40.00;31.00;1.00;1.00;124.00;G;Major;95.00;36.00;37.00;35.00;0.00;10.00;28.00
Hati-Hati di Jalan;Tulus;1.00;2022.00;3.00;3.00;200.00;2.00;202677468.00;12.00;4.00;0.00;0.00;0.00;72.00;F#;Major;64.00;76.00;44.00;70.00;9.00;12.00;4.00
"I'm Tired - From ""Euphoria"" An Original HBO Series";Labrinth;1.00;2022.00;2.00;4.00;1888.00;0.00;121913181.00;26.00;1.00;58.00;0.00;0.00;71.00;0;Minor;28.00;26.00;20.00;19.00;0.00;30.00;3.00
DANï¿½ï¿½A;Mc Pedrinho, Pedro Sampaio;2.00;2022.00;2.00;1.00;911.00;2.00;208166039.00;45.00;0.00;99.00;1.00;1.00;135.00;A;Minor;78.00;55.00;57.00;4.00;0.00;10.00;8.00
Yo Voy (feat. Daddy Yankee);Zion & Lennox;1.00;2004.00;5.00;4.00;2954.00;2.00;527033089.00;18.00;82.00;0.00;0.00;5.00;95.00;A#;Major;81.00;56.00;70.00;4.00;0.00;5.00;24.00
Residente: Bzrp Music Sessions, Vol. 49;Residente, Bizarrap;2.00;2022.00;3.00;3.00;461.00;0.00;94616487.00;7.00;11.00;13.00;0.00;0.00;71.00;C#;Minor;59.00;70.00;74.00;56.00;0.00;11.00;40.00
Jordan;Ryan Castro;1.00;2021.00;4.00;30.00;2844.00;2.00;394030335.00;29.00;2.00;35.00;1.00;0.00;180.00;A#;Minor;80.00;71.00;68.00;6.00;0.00;10.00;37.00
Nail Tech;Jack Harlow;1.00;2022.00;2.00;18.00;2939.00;0.00;193443895.00;42.00;0.00;24.00;0.00;0.00;150.00;E;Minor;65.00;11.00;58.00;0.00;0.00;12.00;9.00
Chale;Eden Muï¿½ï;1.00;2022.00;2.00;18.00;695.00;11.00;299648208.00;16.00;41.00;13.00;1.00;1.00;189.00;G#;Major;55.00;86.00;44.00;40.00;0.00;7.00;4.00
DARARI;Treasure;1.00;2022.00;2.00;15.00;328.00;0.00;182978249.00;10.00;21.00;7.00;0.00;9.00;85.00;0;Major;72.00;55.00;64.00;49.00;0.00;7.00;4.00
Ya No Somos Ni Seremos;Christian Nodal;1.00;2022.00;2.00;18.00;866.00;16.00;319757142.00;27.00;84.00;32.00;7.00;11.00;140.00;G;Major;59.00;73.00;45.00;44.00;0.00;34.00;3.00
Thinking with My Dick;Kevin Gates, Juicy J;2.00;2013.00;7.00;16.00;1550.00;0.00;109091573.00;0.00;0.00;14.00;0.00;0.00;81.00;0;Major;77.00;68.00;70.00;6.00;0.00;17.00;20.00
Freaky Deaky;Tyga, Doja Cat;2.00;2022.00;2.00;25.00;1729.00;0.00;153240879.00;26.00;1.00;19.00;0.00;0.00;104.00;D;Minor;80.00;24.00;65.00;2.00;0.00;9.00;4.00
this is what falling in love feels like;JVKE;1.00;2021.00;9.00;3.00;2005.00;0.00;346127840.00;16.00;5.00;43.00;0.00;7.00;129.00;B;Major;42.00;33.00;44.00;62.00;0.00;8.00;6.00
La Zona;Bad Bunny;1.00;2020.00;2.00;29.00;1188.00;0.00;312622938.00;13.00;1.00;15.00;0.00;1.00;94.00;C#;Minor;76.00;81.00;80.00;20.00;0.00;25.00;4.00
Bohemian Rhapsody - Remastered 2011;Queen;1.00;1975.00;10.00;31.00;40112.00;3.00;2197010679.00;321.00;162.00;5691.00;8.00;17.00;71.00;0;Minor;41.00;23.00;40.00;27.00;0.00;30.00;5.00
Hope;XXXTENTACION;1.00;2018.00;3.00;16.00;3659.00;0.00;1200808494.00;11.00;10.00;267.00;0.00;7.00;146.00;A;Minor;59.00;23.00;46.00;66.00;0.00;15.00;6.00
Levitating;Dua Lipa;1.00;2020.00;3.00;27.00;9833.00;0.00;797196073.00;233.00;82.00;531.00;1.00;1.00;103.00;F#;Minor;69.00;90.00;88.00;5.00;0.00;29.00;8.00
Wake Me Up - Radio Edit;Avicii;1.00;2013.00;1.00;1.00;50887.00;34.00;1970673297.00;315.00;160.00;6284.00;1.00;46.00;124.00;D;Major;53.00;66.00;78.00;0.00;0.00;16.00;5.00
jealousy, jealousy;Olivia Rodrigo;1.00;2021.00;5.00;21.00;3257.00;0.00;665765558.00;10.00;0.00;70.00;0.00;0.00;164.00;A#;Minor;70.00;71.00;58.00;24.00;0.00;7.00;13.00
Monï¿½ï¿½y so;YEAT;1.00;2021.00;9.00;10.00;1473.00;0.00;263779030.00;2.00;0.00;12.00;0.00;10.00;138.00;D;Major;69.00;35.00;57.00;12.00;0.00;10.00;9.00
Demasiadas Mujeres;C. Tangana;1.00;2020.00;10.00;8.00;2226.00;0.00;339473453.00;36.00;2.00;11.00;0.00;14.00;126.00;A;Minor;67.00;37.00;46.00;13.00;0.00;10.00;39.00
Something Just Like This;The Chainsmokers, Coldplay;2.00;2017.00;2.00;22.00;23375.00;21.00;2204080728.00;336.00;188.00;2692.00;3.00;30.00;103.00;B;Minor;61.00;47.00;65.00;3.00;0.00;17.00;4.00
Closer;The Chainsmokers, Halsey;2.00;2016.00;5.00;31.00;28032.00;0.00;2591224264.00;315.00;159.00;2179.00;0.00;44.00;95.00;G#;Major;75.00;64.00;52.00;41.00;0.00;11.00;3.00
O.O;NMIXX;1.00;2022.00;2.00;22.00;290.00;0.00;135444283.00;9.00;66.00;10.00;0.00;0.00;200.00;B;Minor;39.00;28.00;77.00;4.00;0.00;6.00;29.00
Somebody That I Used To Know;Gotye, Kimbra;2.00;2011.00;1.00;1.00;42798.00;0.00;1457139296.00;217.00;136.00;6508.00;1.00;0.00;129.00;0;Major;86.00;75.00;52.00;54.00;0.00;10.00;4.00
Tom's Diner;AnnenMayKantereit, Giant Rooks;2.00;2019.00;6.00;28.00;2605.00;0.00;236872197.00;15.00;48.00;50.00;0.00;3.00;98.00;F#;Minor;68.00;33.00;43.00;38.00;0.00;36.00;14.00
First Class;Jack Harlow;1.00;2022.00;4.00;8.00;8737.00;0.00;694525298.00;163.00;32.00;137.00;15.00;12.00;107.00;G#;Major;91.00;32.00;56.00;3.00;0.00;11.00;10.00
Plan A;Paulo Londra;1.00;2022.00;3.00;23.00;1105.00;0.00;240661097.00;32.00;0.00;19.00;0.00;0.00;174.00;0;Major;58.00;56.00;83.00;5.00;0.00;7.00;4.00
Fuera del mercado;Danny Ocean;1.00;2022.00;2.00;17.00;2499.00;21.00;421365166.00;68.00;24.00;43.00;1.00;0.00;92.00;G#;Major;45.00;27.00;67.00;32.00;0.00;13.00;14.00
X ï¿½ï¿½LTIMA;Daddy Yankee, Bad Bunny;2.00;2022.00;3.00;25.00;2697.00;1.00;349746291.00;55.00;3.00;32.00;0.00;0.00;90.00;G;Major;81.00;59.00;83.00;9.00;0.00;11.00;5.00
When You're Gone;Shawn Mendes;1.00;2022.00;3.00;31.00;2092.00;0.00;255120451.00;75.00;11.00;44.00;0.00;14.00;147.00;F;Major;60.00;58.00;69.00;2.00;0.00;58.00;4.00
In My Head;Lil Tjay;1.00;2022.00;4.00;1.00;1185.00;0.00;190981339.00;21.00;0.00;31.00;0.00;0.00;143.00;C#;Major;68.00;41.00;55.00;16.00;0.00;10.00;12.00
